kode_kecamatan,kecamatan,adm4
district_code,district_name,11.01.01.1001
122305,Marbau,11.01.01.1654
122306,Na IX - X (Na IX-X),11.01.01.1655
122307,Aek Natas,11.01.01.1656
122308,Kualuh Selatan,11.01.01.1657
122401,Lotu,11.01.01.1658
122402,Sawo,11.01.01.1659
122403,Tuhemberua,11.01.01.1660
122404,Sitolu Ori,11.01.01.1661
122405,Namohalu Esiwa,11.01.01.1662
122406,Alasa Talumuzoi,11.01.01.1663
122407,Alasa,11.01.01.1664
122408,Tugala Oyo,11.01.01.1665
122409,Afulu,11.01.01.1666
122410,Lahewa,11.01.01.1667
122411,Lahewa Timur,11.01.01.1668
122501,Lahomi (Gahori),11.01.01.1669
122502,Sirombu,11.01.01.1670
122503,Mandrehe Barat,11.01.01.1671
122504,Moro'o,11.01.01.1672
122505,Mandrehe,11.01.01.1673
122506,Mandrehe Utara,11.01.01.1674
122507,Lolofitu Moi,11.01.01.1675
122508,Ulu Moro'o (Ulu Narwo),11.01.01.1676
127101,Medan Kota,11.01.01.1677
127102,Medan Sunggal,11.01.01.1678
127103,Medan Helvetia,11.01.01.1679
127104,Medan Denai,11.01.01.1680
127105,Medan Barat,11.01.01.1681
127106,Medan Deli,11.01.01.1682
127107,Medan Tuntungan,11.01.01.1683
127108,Medan Belawan (Medan Belawan Kota),11.01.01.1684
127109,Medan Amplas,11.01.01.1685
127110,Medan Area,11.01.01.1686
127111,Medan Johor,11.01.01.1687
127112,Medan Marelan,11.01.01.1688
127113,Medan Labuhan,11.01.01.1689
127114,Medan Tembung,11.01.01.1690
127115,Medan Maimun,11.01.01.1691
127116,Medan Polonia,11.01.01.1692
127117,Medan Baru,11.01.01.1693
127118,Medan Perjuangan,11.01.01.1694
127119,Medan Petisah,11.01.01.1695
127120,Medan Timur,11.01.01.1696
127121,Medan Selayang,11.01.01.1697
127201,Siantar Timur,11.01.01.1698
127202,Siantar Barat,11.01.01.1699
127203,Siantar Utara,11.01.01.1700
127204,Siantar Selatan,11.01.01.1701
127205,Siantar Marihat,11.01.01.1702
127206,Siantar Martoba,11.01.01.1703
127207,Siantar Sitalasari,11.01.01.1704
127208,Siantar Marimbun,11.01.01.1705
127301,Sibolga Utara,11.01.01.1706
127302,Sibolga Kota,11.01.01.1707
127303,Sibolga Selatan,11.01.01.1708
127304,Sibolga Sambas,11.01.01.1709
127401,Tanjungbalai Selatan (Tanjung Balai Selatan),11.01.01.1710
127402,Tanjungbalai Utara (Tanjung Balai Utara),11.01.01.1711
127403,Sei Tualang Raso,11.01.01.1712
127404,Teluk Nibung,11.01.01.1713
127405,Datuk Bandar,11.01.01.1714
127406,Datuk Bandar Timur,11.01.01.1715
127501,Binjai Utara,11.01.01.1716
127502,Binjai Kota,11.01.01.1717
127503,Binjai Barat,11.01.01.1718
127504,Binjai Timur,11.01.01.1719
127505,Binjai Selatan,11.01.01.1720
127601,Padang Hulu,11.01.01.1721
127602,Rambutan,11.01.01.1722
127603,Padang Hilir,11.01.01.1723
127604,Bajenis,11.01.01.1724
127605,Tebing Tinggi Kota,11.01.01.1725
127701,Padangsidimpuan Utara,11.01.01.1726
127702,Padangsidimpuan Selatan,11.01.01.1727
127703,Padangsidimpuan Batunadua,11.01.01.1728
127704,Padangsidimpuan Hutaimbaru,11.01.01.1729
127705,Padangsidimpuan Tenggara,11.01.01.1730
127706,Padangsidimpuan Angkola Julu,11.01.01.1731
127801,Gunungsitoli,11.01.01.1732
127802,Gunungsitoli Selatan,11.01.01.1733
127803,Gunungsitoli Utara,11.01.01.1734
127804,Gunungsitoli Idanoi,11.01.01.1735
127805,Gunungsitoli Alo'oa,11.01.01.1736
127806,Gunungsitoli Barat,11.01.01.1737
130101,Pancung Soal,11.01.01.1738
130102,Ranah Pesisir,11.01.01.1739
130103,Lengayang,11.01.01.1740
130104,Batang Kapas,11.01.01.1741
130105,IV Jurai,11.01.01.1742
130106,Bayang,11.01.01.1743
130107,Koto XI Tarusan,11.01.01.1744
130108,Sutera,11.01.01.1745
130109,Linggo Sari Baganti,11.01.01.1746
130110,Lunang,11.01.01.1747
130111,Basa Ampek Balai Tapan,11.01.01.1748
130112,IV Nagari Bayang Utara,11.01.01.1749
130113,Airpura,11.01.01.1750
130114,Ranah Ampek Hulu Tapan,11.01.01.1751
130115,Silaut,11.01.01.1752
130203,Pantai Cermin,11.01.01.1587
130204,Lembah Gumanti,11.01.01.1753
130205,Payung Sekaki,11.01.01.1754
130206,Lembang Jaya,11.01.01.1755
130207,Gunung Talang,11.01.01.1756
130208,Bukit Sundi,11.01.01.1757
130209,IX Koto Sungai Lasi,11.01.01.1758
130210,Kubung,11.01.01.1759
130211,X Koto Singkarak,11.01.01.1760
130212,X Koto Diatas,11.01.01.1761
130213,Junjung Sirih,11.01.01.1762
130217,Hiliran Gumanti,11.01.01.1763
130218,Tigo Lurah,11.01.01.1764
130219,Danau Kembar,11.01.01.1765
130303,Tanjung Gadang,11.01.01.1766
130304,Sijunjung,11.01.01.1767
130305,IV Nagari,11.01.01.1768
130306,Kamang Baru,11.01.01.1769
130307,Lubuak Tarok,11.01.01.1770
130308,Koto VII,11.01.01.1771
130309,Sumpur Kudus,11.01.01.1772
130310,Kupitan,11.01.01.1773
130401,X Koto (Sepuluh Koto),11.01.01.1774
130402,Batipuh,11.01.01.1775
130403,Rambatan,11.01.01.1776
130404,Lima Kaum,11.01.01.1777
130405,Tanjung Emas,11.01.01.1778
130406,Lintau Buo,11.01.01.1779
130407,Sungayang,11.01.01.1780
130408,Sungai Tarab,11.01.01.1781
130409,Pariangan,11.01.01.1782
130410,Salimpaung (Salimpauang),11.01.01.1783
130411,Padang Ganting,11.01.01.1784
130412,Tanjuang Baru (Tanjung Baru),11.01.01.1785
130413,Lintau Buo Utara,11.01.01.1786
130414,Batipuah Selatan (Batipuh Selatan),11.01.01.1787
130501,Lubuk Alung,11.01.01.1788
130502,Batang Anai,11.01.01.1789
130503,Nan Sabaris,11.01.01.1790
130504,"""2 x 11 Enam Lingkuang""",11.01.01.1791
130505,VII Koto Sungai Sarik,11.01.01.1792
130506,V Koto Kampung Dalam,11.01.01.1793
130507,Sungai Garingging,11.01.01.1794
130508,Sungai Limau,11.01.01.1795
130509,IV Koto Aur Malintang,11.01.01.1796
130510,Ulakan Tapakih,11.01.01.1797
130511,Sintuak Toboh Gadang,11.01.01.1798
130512,Padang Sago,11.01.01.1799
130513,Batang Gasan,11.01.01.1800
130514,V Koto Timur,11.01.01.1801
130515,"""2 x 11 Kayu Tanam""",11.01.01.1802
130516,Patamuan,11.01.01.1803
130517,Enam Lingkung,11.01.01.1804
130601,Tanjung Mutiara,11.01.01.1805
130602,Lubuk Basung,11.01.01.1806
130603,Tanjung Raya,11.01.01.1807
130604,Matur,11.01.01.1808
130605,IV Koto (Ampek Koto),11.01.01.1809
130606,Banuhampu,11.01.01.1810
130607,Ampek Angkek (IV Angkat Candung),11.01.01.1811
130608,Baso,11.01.01.1812
130609,Tilatang Kamang,11.01.01.1813
130610,Palupuh,11.01.01.1814
130611,Palembayan (Pelembayan),11.01.01.1815
130612,Sungai Pua (Puar),11.01.01.1816
130613,Ampek Nagari (IV Nagari ),11.01.01.1817
130614,Candung,11.01.01.1818
130615,Kamang Magek,11.01.01.1819
130616,Malalak (Malakak),11.01.01.1820
130701,Suliki,11.01.01.1821
130702,Guguak (Gugu),11.01.01.1822
130703,Payakumbuh,11.01.01.1823
130704,Luak (Luhak),11.01.01.1824
130705,Harau,11.01.01.1825
130706,Pangkalan Koto Baru,11.01.01.1826
130707,Kapur IX/Sembilan,11.01.01.1827
130708,Gunuang Omeh (Gunung Mas),11.01.01.1828
130709,Lareh Sago Halaban,11.01.01.1829
130710,Situjuah Limo Nagari (Situjuah Lima Nagari),11.01.01.1830
130711,Mungka,11.01.01.1831
130712,Bukik Barisan,11.01.01.1832
130713,Akabiluru,11.01.01.1833
130804,Bonjol,11.01.01.1834
130805,Lubuk Sikaping,11.01.01.1835
130807,Panti,11.01.01.1836
130808,Mapat Tunggul,11.01.01.1837
130812,Duo Koto,11.01.01.1838
130813,Tigo Nagari,11.01.01.1839
130814,Rao,11.01.01.1840
130815,Mapat Tunggul Selatan,11.01.01.1841
130816,Simpang Alahan Mati,11.01.01.1842
130817,Padang Gelugur,11.01.01.1843
130818,Rao Utara,11.01.01.1844
130819,Rao Selatan,11.01.01.1845
130901,Pagai Utara,11.01.01.1846
130902,Sipora Selatan,11.01.01.1847
130903,Siberut Selatan,11.01.01.1848
130904,Siberut Utara,11.01.01.1849
130905,Siberut Barat,11.01.01.1850
130906,Siberut Barat Daya,11.01.01.1851
130907,Siberut Tengah,11.01.01.1852
130908,Sipora Utara,11.01.01.1853
130909,Sikakap,11.01.01.1854
130910,Pagai Selatan,11.01.01.1855
131001,Koto Baru,11.01.01.1856
131002,Pulau Punjung,11.01.01.1857
131003,Sungai Rumbai,11.01.01.1858
131004,Sitiung,11.01.01.1859
131005,Sembilan Koto,11.01.01.1860
131006,Timpeh,11.01.01.1861
131007,Koto Salak,11.01.01.1862
131008,Tiumang,11.01.01.1863
131009,Padang Laweh,11.01.01.1864
131010,Asam Jujuhan,11.01.01.1865
131011,Koto Besar,11.01.01.1866
131101,Sangir,11.01.01.1867
131102,Sungai Pagu,11.01.01.1868
131103,Koto Parik Gadang Diateh,11.01.01.1869
131104,Sangir Jujuan,11.01.01.1870
131105,Sangir Batang Hari,11.01.01.1871
131106,Pauh Duo,11.01.01.1872
131107,Sangir Balai Janggo,11.01.01.1873
131201,Sungai Beremas (Sei Beremas),11.01.01.1874
131202,Lembah Melintang,11.01.01.1875
131203,Pasaman,11.01.01.1876
131204,Talamau,11.01.01.1877
131205,Kinali,11.01.01.1878
131206,Gunung Tuleh (Gunungtuleh),11.01.01.1879
131207,Ranah Batahan,11.01.01.1880
131208,Koto Balingka,11.01.01.1881
131209,Sungai Aur (Sungaiaur),11.01.01.1882
131210,Luhak Nan Duo,11.01.01.1883
131211,"""Sasak Ranah Pasisie (Pesisir",11.01.01.1884
137101,Padang Selatan,11.01.01.1885
137102,Padang Timur,11.01.01.1886
137103,Padang Barat,11.01.01.1887
137104,Padang Utara,11.01.01.1888
137105,Bungus Teluk Kabung,11.01.01.1889
137106,Lubuk Begalung,11.01.01.1890
137107,Lubuk Kilangan,11.01.01.1891
137108,Pauh,11.01.01.1892
137109,Kuranji,11.01.01.1893
137110,Nanggalo,11.01.01.1894
137111,Koto Tangah,11.01.01.1895
137201,Lubuk Sikarah,11.01.01.1896
137202,Tanjung Harapan,11.01.01.1897
137301,Lembah Segar,11.01.01.1898
137302,Barangin,11.01.01.1899
137303,Silungkang,11.01.01.1900
137304,Talawi,11.01.01.1608
137401,Padang Panjang Timur,11.01.01.1901
137402,Padang Panjang Barat,11.01.01.1902
137501,Guguak Panjang (Guguk Panjang),11.01.01.1903
137502,Mandiangin Koto Selayan,11.01.01.1904
137503,Aur Birugo Tigo Baleh,11.01.01.1905
137601,Payakumbuh Barat,11.01.01.1906
137602,Payakumbuh Utara,11.01.01.1907
137603,Payakumbuh Timur,11.01.01.1908
137604,Lamposi Tigo Nagori / Nagari,11.01.01.1909
137605,Payakumbuh Selatan,11.01.01.1910
137701,Pariaman Tengah,11.01.01.1911
137702,Pariaman Utara,11.01.01.1912
137703,Pariaman Selatan,11.01.01.1913
137704,Pariaman Timur,11.01.01.1914
140101,Bangkinang Kota,11.01.01.1915
140102,Kampar,11.01.01.1916
140103,Tambang,11.01.01.1917
140104,XIII Koto Kampar,11.01.01.1918
140105,Kuok,11.01.01.1919
140106,Siak Hulu,11.01.01.1920
140107,Kampar Kiri,11.01.01.1921
140108,Kampar Kiri Hilir,11.01.01.1922
140109,Kampar Kiri Hulu,11.01.01.1923
140110,Tapung,11.01.01.1924
140111,Tapung Hilir,11.01.01.1925
140112,Tapung Hulu,11.01.01.1926
140113,Salo,11.01.01.1927
140114,Rumbio Jaya,11.01.01.1928
140115,Bangkinang,11.01.01.1929
140116,Perhentian Raja,11.01.01.1930
140117,Kampa (Kampar Timur),11.01.01.1931
140118,Kampar Utara,11.01.01.1932
140119,Kampar Kiri Tengah,11.01.01.1933
140120,Gunung Sahilan,11.01.01.1934
140121,Koto Kampar Hulu,11.01.01.1935
140201,Rengat,11.01.01.1936
140202,Rengat Barat,11.01.01.1937
140203,Kelayang,11.01.01.1938
140204,Pasir Penyu,11.01.01.1939
140205,Peranap,11.01.01.1940
140206,Siberida (Seberida),11.01.01.1941
140207,Batang Cenaku,11.01.01.1942
140208,Batang Gangsal (Batang Gansal),11.01.01.1943
140209,Lirik,11.01.01.1944
140210,Kuala Cenaku,11.01.01.1945
140211,Sungai Lala,11.01.01.1946
140212,Lubuk Batu Jaya,11.01.01.1947
140213,Rakit Kulim,11.01.01.1948
140214,Batang Peranap,11.01.01.1949
140301,Bengkalis,11.01.01.1950
140302,Bantan,11.01.01.1951
140303,Bukit Batu,11.01.01.1952
140309,Mandau,11.01.01.1953
140310,Rupat,11.01.01.1954
140311,Rupat Utara,11.01.01.1955
140312,Siak Kecil,11.01.01.1956
140313,Pinggir,11.01.01.1957
140314,Bandar Laksamana,11.01.01.1958
140315,Talang Muandau,11.01.01.1959
140316,Bathin Solapan,11.01.01.1960
140401,Reteh,11.01.01.1961
140402,Enok,11.01.01.1962
140403,Kuala Indragiri,11.01.01.1963
140404,Tembilahan,11.01.01.1964
140405,Tempuling,11.01.01.1965
140406,Gaung Anak Serka,11.01.01.1966
140407,Mandah,11.01.01.1967
140408,Kateman,11.01.01.1968
140409,Keritang,11.01.01.1969
140410,Tanah Merah,11.01.01.1970
140411,Batang Tuaka,11.01.01.1971
140412,Gaung,11.01.01.1972
140413,Tembilahan Hulu,11.01.01.1973
140414,Kemuning,11.01.01.1974
140415,Pelangiran,11.01.01.1975
140416,Teluk Belengkong,11.01.01.1976
140417,Pulau Burung,11.01.01.1977
140418,Concong,11.01.01.1978
140419,Kempas,11.01.01.1979
140420,Sungai Batang,11.01.01.1980
140501,Ukui,11.01.01.1981
140502,Pangkalan Kerinci,11.01.01.1982
140503,Pangkalan Kuras,11.01.01.1983
140504,Pangkalan Lesung,11.01.01.1984
140505,Langgam,11.01.01.1985
140506,Pelalawan,11.01.01.1986
140507,Kerumutan,11.01.01.1987
140508,Bunut,11.01.01.1988
140509,Teluk Meranti,11.01.01.1989
140510,Kuala Kampar,11.01.01.1990
140511,Bandar Sei Kijang,11.01.01.1991
140512,Bandar Petalangan,11.01.01.1992
140601,Ujung Batu,11.01.01.1627
140602,Rokan IV Koto,11.01.01.1993
140603,Rambah,11.01.01.1994
140604,Tambusai,11.01.01.1995
140605,Kepenuhan,11.01.01.1996
140606,Kunto Darussalam,11.01.01.1997
140607,Rambah Samo,11.01.01.1998
140608,Rambah Hilir,11.01.01.1999
140609,Tambusai Utara,11.01.01.2000
140610,Bangun Purba,11.01.01.1395
140611,Tandun,11.01.01.2001
140612,Kabun,11.01.01.2002
140613,Bonai Darussalam,11.01.01.2003
140614,Pagaran Tapah Darussalam,11.01.01.2004
140615,Kepenuhan Hulu,11.01.01.2005
140616,Pendalian IV Koto,11.01.01.2006
140701,Kubu,11.01.01.2007
140702,Bangko,11.01.01.2008
140703,Tanah Putih,11.01.01.2009
140704,Rimba Melintang,11.01.01.2010
140705,Bagansinembah (Bagan Sinembah),11.01.01.2011
140706,Pasir Limau Kapas,11.01.01.2012
140707,Sinaboi (Senaboi),11.01.01.2013
140708,Pujud,11.01.01.2014
140709,Tanah Putih Tanjung Melawan,11.01.01.2015
140710,Bangko Pusako / Pusaka,11.01.01.2016
140711,Simpang Kanan,11.01.01.1168
140712,Batu Hampar,11.01.01.2017
140713,Rantau Kopar,11.01.01.2018
140714,Pekaitan,11.01.01.2019
140715,Kubu Babussalam,11.01.01.2020
140716,Tanjung Medan,11.01.01.2021
140717,Bagan Sinembah Raya,11.01.01.2022
140718,Balai Jaya,11.01.01.2023
140801,Siak,11.01.01.2024
140802,Sungai Apit,11.01.01.2025
140803,Minas,11.01.01.2026
140804,Tualang,11.01.01.2027
140805,Sungai Mandau,11.01.01.2028
140806,Dayun,11.01.01.2029
140807,Kerinci Kanan,11.01.01.2030
140808,Bunga Raya,11.01.01.2031
140809,Koto Gasib,11.01.01.2032
140810,Kandis,11.01.01.2033
140811,Lubuk Dalam,11.01.01.2034
140812,Sabak Auh,11.01.01.2035
140813,Mempura,11.01.01.2036
140814,Pusako,11.01.01.2037
140901,Kuantan Mudik,11.01.01.2038
140902,Kuantan Tengah,11.01.01.2039
140903,Singingi,11.01.01.2040
140904,Kuantan Hilir,11.01.01.2041
140905,Cerenti,11.01.01.2042
140906,Benai,11.01.01.2043
140907,Gunungtoar (Gunung Toar),11.01.01.2044
140908,Singingi Hilir,11.01.01.2045
140909,Pangean,11.01.01.2046
140910,Logas Tanah Darat,11.01.01.2047
140911,Inuman,11.01.01.2048
140912,Hulu Kuantan,11.01.01.2049
140913,Kuantan Hilir Seberang,11.01.01.2050
140914,Sentajo Raya,11.01.01.2051
140915,Pucuk Rantau,11.01.01.2052
141001,Tebing Tinggi,11.01.01.1599
141002,Rangsang Barat,11.01.01.2053
141003,Rangsang,11.01.01.2054
141004,Tebing Tinggi Barat,11.01.01.2055
141005,Merbau,11.01.01.2056
141006,Pulaumerbau,11.01.01.2057
141007,Tebing Tinggi Timur,11.01.01.2058
141008,Tasik Putri Puyu,11.01.01.2059
141009,Rangsang Pesisir,11.01.01.2060
147101,Sukajadi,11.01.01.2061
147102,Pekanbaru Kota,11.01.01.2062
147103,Sail,11.01.01.2063
147104,Lima Puluh,11.01.01.2064
147105,Senapelan,11.01.01.2065
147106,Rumbai Barat,11.01.01.2066
147107,Bukit Raya,11.01.01.2067
147108,Binawidya,11.01.01.2068
147109,Marpoyan Damai,11.01.01.2069
147110,Tenayan Raya,11.01.01.2070
147111,Payung Sekaki,11.01.01.1754
147112,Rumbai (Rumbai Pesisir),11.01.01.2071
147113,Tuahmadani,11.01.01.2072
147114,Kulim,11.01.01.2073
147115,Rumbai Timur,11.01.01.2074
147201,Dumai Barat,11.01.01.2075
147202,Dumai Timur,11.01.01.2076
147203,Bukit Kapur,11.01.01.2077
147204,Sungai Sembilan,11.01.01.2078
147205,Medang Kampai,11.01.01.2079
147206,Dumai Kota,11.01.01.2080
147207,Dumai Selatan,11.01.01.2081
150101,Gunung Raya,11.01.01.2082
150102,Danau Kerinci,11.01.01.2083
150104,Sitinjau Laut,11.01.01.2084
150105,Air Hangat,11.01.01.2085
150106,Gunung Kerinci,11.01.01.2086
150107,Batang Merangin,11.01.01.2087
150108,Keliling Danau,11.01.01.2088
150109,Kayu Aro,11.01.01.2089
150111,Air Hangat Timur,11.01.01.2090
150115,Gunung Tujuh,11.01.01.2091
150116,Siulak,11.01.01.2092
150117,Depati Tujuh,11.01.01.2093
150118,Siulak Mukai,11.01.01.2094
150119,Kayu Aro Barat,11.01.01.2095
150120,Bukitkerman,11.01.01.2096
150121,Air Hangat Barat,11.01.01.2097
150122,Tanah Cogok,11.01.01.2098
150123,Danau Kerinci Barat,11.01.01.2099
150201,Jangkat,11.01.01.2100
150202,Bangko,11.01.01.2008
150203,Muara Siau,11.01.01.2101
150204,Sungai Manau,11.01.01.2102
150205,Tabir,11.01.01.2103
150206,Pamenang,11.01.01.2104
150207,Tabir Ulu,11.01.01.2105
150208,Tabir Selatan,11.01.01.2106
150209,Lembah Masurai,11.01.01.2107
150210,Bangko Barat,11.01.01.2108
150211,Nalo Tantan (Nalo Tatan),11.01.01.2109
150212,Batang Masumai,11.01.01.2110
150213,Pamenang Barat,11.01.01.2111
150214,Tabir Ilir,11.01.01.2112
150215,Tabir Timur,11.01.01.2113
150216,Renah Pembarap,11.01.01.2114
150217,Pangkalan Jambu,11.01.01.2115
150218,Jangkat Timur (Sungai Tenang),11.01.01.2116
150219,Renah Pamenang (Renah Pemenang),11.01.01.2117
150220,Pamenang Selatan,11.01.01.2118
150221,Margo Tabir,11.01.01.2119
150222,Tabir Lintas,11.01.01.2120
150223,Tabir Barat,11.01.01.2121
150224,Tiang Pumpung,11.01.01.2122
150301,Batang Asai,11.01.01.2123
150302,Limun,11.01.01.2124
150303,Sarolangun,11.01.01.2125
150304,Pauh,11.01.01.1892
150305,Pelawan,11.01.01.2126
150306,Mandiangin,11.01.01.2127
150307,Air Hitam,11.01.01.2128
150308,Bathin VIII (Batin VIII),11.01.01.2129
150309,Singkut,11.01.01.2130
150310,Cermin Nan Gedang / Gadang,11.01.01.2131
150311,Mandiangin Timur,11.01.01.2132
150401,Mersam,11.01.01.2133
150402,Muara Tembesi,11.01.01.2134
150403,Muara Bulian,11.01.01.2135
150404,Batin XXIV,11.01.01.2136
150405,Pemayung,11.01.01.2137
150406,Maro Sebo Ulu,11.01.01.2138
150407,Bajubang,11.01.01.2139
150408,Maro Sebo Ilir,11.01.01.2140
150501,Jambi Luar Kota,11.01.01.2141
150502,Sekernan,11.01.01.2142
150503,Kumpeh,11.01.01.2143
150504,Maro Sebo,11.01.01.2144
150505,Mestong,11.01.01.2145
150506,Kumpeh Ulu,11.01.01.2146
150507,Sungai Bahar,11.01.01.2147
150508,Sungai Gelam,11.01.01.2148
150509,Bahar Utara,11.01.01.2149
150510,Bahar Selatan,11.01.01.2150
150511,Taman Rajo,11.01.01.2151
150601,Tungkal Ulu,11.01.01.2152
150602,Tungkal Ilir,11.01.01.2153
150603,Pengabuan,11.01.01.2154
150604,Betara,11.01.01.2155
150605,Merlung,11.01.01.2156
150606,Tebing Tinggi,11.01.01.1599
150607,Batang Asam,11.01.01.2157
150608,Renah Mendaluh,11.01.01.2158
150609,Muara Papalik,11.01.01.2159
150610,Seberang Kota,11.01.01.2160
150611,Bram Itam,11.01.01.2161
150612,Kuala Betara,11.01.01.2162
150613,Senyerang,11.01.01.2163
150701,Muara Sabak Timur,11.01.01.2164
150702,Nipah Panjang,11.01.01.2165
150703,Mendahara,11.01.01.2166
150704,Rantau Rasau,11.01.01.2167
150705,Sadu,11.01.01.2168
150706,Dendang,11.01.01.2169
150707,Muara Sabak Barat,11.01.01.2170
150708,Kuala Jambi,11.01.01.2171
150709,Mendahara Ulu,11.01.01.2172
150710,Geragai,11.01.01.2173
150711,Berbak,11.01.01.2174
150801,Tanah Tumbuh,11.01.01.2175
150802,Rantau Pandan,11.01.01.2176
150803,Pasar Muaro Bungo (Pasar Muara Bungo),11.01.01.2177
150804,Jujuhan,11.01.01.2178
150805,Tanah Sepenggal,11.01.01.2179
150806,Pelepat,11.01.01.2180
150807,Limbur Lubuk Mengkuang,11.01.01.2181
150808,Muko-muko Bathin VII,11.01.01.2182
150809,Pelepat Ilir,11.01.01.2183
150810,Batin II Babeko (Bathin),11.01.01.2184
150811,Bathin III,11.01.01.2185
150812,Bungo Dani,11.01.01.2186
150813,Rimbo Tengah,11.01.01.2187
150814,Bathin III Ulu,11.01.01.2188
150815,Bathin II Pelayang,11.01.01.2189
150816,Jujuhan Ilir,11.01.01.2190
150817,Tanah Sepenggal Lintas,11.01.01.2191
150901,Tebo Tengah,11.01.01.2192
150902,Tebo Ilir,11.01.01.2193
150903,Tebo Ulu,11.01.01.2194
150904,Rimbo Bujang,11.01.01.2195
150905,Sumay,11.01.01.2196
150906,VII Koto,11.01.01.2197
150907,Rimbo Ulu,11.01.01.2198
150908,Rimbo Ilir,11.01.01.2199
150909,Tengah Ilir,11.01.01.2200
150910,Serai Serumpun,11.01.01.2201
150911,VII Koto Ilir,11.01.01.2202
150912,Muara Tabir,11.01.01.2203
157101,Telanaipura,11.01.01.2204
157102,Jambi Selatan,11.01.01.2205
157103,Jambi Timur,11.01.01.2206
157104,Pasar Jambi,11.01.01.2207
157105,Pelayangan,11.01.01.2208
157106,Danau Teluk,11.01.01.2209
157107,Kota Baru,11.01.01.2210
157108,Jelutung,11.01.01.2211
157109,Alam Barajo,11.01.01.2212
157110,Danau Sipin,11.01.01.2213
157111,Paal Merah,11.01.01.2214
157201,Sungai Penuh,11.01.01.2215
157202,Pesisir Bukit,11.01.01.2216
157203,Hamparan Rawang,11.01.01.2217
157204,Tanah Kampung,11.01.01.2218
157205,Kumun Debai,11.01.01.2219
157206,Pondok Tinggi,11.01.01.2220
157207,Koto Baru,11.01.01.1856
157208,Sungai Bungkal,11.01.01.2221
160107,Sosoh Buay Rayap,11.01.01.2222
160108,Pengandonan,11.01.01.2223
160109,Peninjauan,11.01.01.2224
160113,Baturaja Barat,11.01.01.2225
160114,Baturaja Timur,11.01.01.2226
160120,Ulu Ogan,11.01.01.2227
160121,Semidang Aji,11.01.01.2228
160122,Lubuk Batang,11.01.01.2229
160128,Lengkiti,11.01.01.2230
160129,Sinar Peninjauan,11.01.01.2231
160130,Lubuk Raja,11.01.01.2232
160131,Muara Jaya,11.01.01.2233
160132,Kedaton Peninjauan Raya,11.01.01.2234
160202,Tanjung Lubuk,11.01.01.2235
160203,Pedamaran,11.01.01.2236
160204,Mesuji,11.01.01.2237
160205,Kayu Agung,11.01.01.2238
160208,Sirah Pulau Padang,11.01.01.2239
160211,Tulung Selapan,11.01.01.2240
160212,Pampangan,11.01.01.2241
160213,Lempuing,11.01.01.2242
160214,Air Sugihan,11.01.01.2243
160215,Sungai Menang,11.01.01.2244
160217,Jejawi,11.01.01.2245
160218,Cengal,11.01.01.2246
160219,Pangkalan Lampam,11.01.01.2247
160220,Mesuji Makmur,11.01.01.2248
160221,Mesuji Raya,11.01.01.2249
160222,Lempuing Jaya,11.01.01.2250
160223,Teluk Gelam,11.01.01.2251
160224,Pedamaran Timur,11.01.01.2252
160301,Tanjung Agung,11.01.01.2253
160302,Muara Enim,11.01.01.2254
160303,Rambang Niru (Rambang Dangku),11.01.01.2255
160304,Gunung Megang,11.01.01.2256
160306,Gelumbang,11.01.01.2257
160307,Lawang Kidul,11.01.01.2258
160308,Semende Darat Laut,11.01.01.2259
160309,Semende Darat Tengah,11.01.01.2260
160310,Semende Darat Ulu,11.01.01.2261
160311,Ujan Mas,11.01.01.2262
160314,Lubai,11.01.01.2263
160315,Rambang,11.01.01.2264
160316,Sungai Rotan,11.01.01.2265
160317,Lembak,11.01.01.2266
160319,Benakat,11.01.01.2267
160321,Kelekar,11.01.01.2268
160322,Muara Belida,11.01.01.2269
160323,Belimbing,11.01.01.2270
160324,Belida Darat,11.01.01.2271
160325,Lubai Ulu,11.01.01.2272
160326,Empat Petulai Dangku,11.01.01.2273
160327,Panang Enim,11.01.01.2274
160401,Tanjungsakti Pumu (Tanjung Sakti Pumu),11.01.01.2275
160406,Jarai,11.01.01.2276
160407,Kota Agung,11.01.01.2277
160408,Pulaupinang (Pulau Pinang),11.01.01.2278
160409,Merapi Barat,11.01.01.2279
160410,Lahat,11.01.01.2280
160412,Pajar Bulan,11.01.01.2281
